260.000000,212375.000000,11798.611328,10000.000000,0.000000
295.000000,449820.000000,24990.000000,10000.000000,0.000000
248.000000,228304.000000,12683.555664,10000.000000,0.000000
282.000000,310231.000000,17235.054688,10000.000000,0.000000
304.000000,176043.000000,9780.166992,10000.000000,0.000000
287.000000,59317.000000,3295.388916,10000.000000,0.000000
290.000000,46223.000000,2567.944336,10000.000000,0.000000
301.000000,76824.000000,4268.000000,10000.000000,0.000000
254.000000,31726.000000,1762.555542,10000.000000,0.000000
220.000000,20398.000000,1133.222168,10000.000000,0.000000
294.000000,51623.000000,2867.944336,10000.000000,0.000000
308.000000,47758.000000,2653.222168,10000.000000,0.000000
339.000000,66268.000000,3681.555664,10000.000000,0.000000
337.000000,52568.000000,2920.444336,10000.000000,0.000000
310.000000,51541.000000,2863.388916,10000.000000,0.000000
298.000000,38539.000000,2141.055664,10000.000000,0.000000
312.000000,48322.000000,2684.555664,10000.000000,0.000000
292.000000,28478.000000,1582.111084,10000.000000,0.000000
298.000000,44810.000000,2489.444336,10000.000000,0.000000
306.000000,45844.000000,2546.888916,10000.000000,0.000000
309.000000,57971.000000,3220.611084,10000.000000,0.000000
305.000000,39248.000000,2180.444336,10000.000000,0.000000
311.000000,48725.000000,2706.944336,10000.000000,0.000000
307.000000,48705.000000,2705.833252,10000.000000,0.000000
234.000000,32775.000000,1820.833374,10000.000000,0.000000
268.000000,43748.000000,2430.444336,10000.000000,0.000000
291.000000,42970.000000,2387.222168,10000.000000,0.000000
279.000000,46289.000000,2571.611084,10000.000000,0.000000
266.000000,116295.000000,6460.833496,10000.000000,0.000000
236.000000,81214.000000,4511.888672,10000.000000,0.000000
232.000000,59120.000000,3284.444336,10000.000000,0.000000
250.000000,107779.000000,5987.722168,10000.000000,0.000000
318.000000,162148.000000,9008.222656,10000.000000,0.000000
273.000000,125807.000000,6989.277832,10000.000000,0.000000
206.000000,30545.000000,1696.944458,10000.000000,0.000000
262.000000,66872.000000,3715.111084,10000.000000,0.000000
270.000000,98714.000000,5484.111328,10000.000000,0.000000
297.000000,79268.000000,4403.777832,10000.000000,0.000000
356.000000,113022.000000,6279.000000,10000.000000,0.000000
389.000000,77888.000000,4327.111328,10000.000000,0.000000
343.000000,80356.000000,4464.222168,10000.000000,0.000000
305.000000,139086.000000,7727.000000,10000.000000,0.000000
300.000000,133610.000000,7422.777832,10000.000000,0.000000
297.000000,138895.000000,7716.388672,10000.000000,0.000000
282.000000,86124.000000,4784.666504,10000.000000,0.000000
195.000000,24885.000000,1382.500000,10000.000000,0.000000
198.000000,44920.000000,2495.555664,10000.000000,0.000000
297.000000,121589.000000,6754.944336,10000.000000,0.000000
291.000000,189629.000000,10534.944336,10000.000000,0.000000
266.000000,88446.000000,4913.666504,10000.000000,0.000000
250.000000,127502.000000,7083.444336,10000.000000,0.000000
294.000000,132793.000000,7377.388672,10000.000000,0.000000
278.000000,178119.000000,9895.500000,10000.000000,0.000000
293.000000,191107.000000,10617.055664,10000.000000,0.000000
276.000000,149723.000000,8317.944336,10000.000000,0.000000
228.000000,106318.000000,5906.555664,10000.000000,0.000000
232.000000,10078.000000,559.888916,10000.000000,0.000000
224.000000,4943.000000,274.611115,10000.000000,0.000000
237.000000,101736.000000,5652.000000,10000.000000,0.000000
282.000000,158072.000000,8781.777344,10000.000000,0.000000
296.000000,47730.000000,2651.666748,10000.000000,0.000000
274.000000,21904.000000,1216.888916,10000.000000,0.000000
289.000000,62648.000000,3480.444336,10000.000000,0.000000
303.000000,50149.000000,2786.055664,10000.000000,0.000000
316.000000,43319.000000,2406.611084,10000.000000,0.000000
302.000000,40915.000000,2273.055664,10000.000000,0.000000
330.000000,34295.000000,1905.277832,10000.000000,0.000000
300.000000,52611.000000,2922.833252,10000.000000,0.000000
293.000000,57389.000000,3188.277832,10000.000000,0.000000
288.000000,58459.000000,3247.722168,10000.000000,0.000000
296.000000,40837.000000,2268.722168,10000.000000,0.000000
304.000000,59014.000000,3278.555664,10000.000000,0.000000
325.000000,60668.000000,3370.444336,10000.000000,0.000000
314.000000,44093.000000,2449.611084,10000.000000,0.000000
284.000000,40712.000000,2261.777832,10000.000000,0.000000
289.000000,57222.000000,3179.000000,10000.000000,0.000000
308.000000,60910.000000,3383.888916,10000.000000,0.000000
310.000000,56992.000000,3166.222168,10000.000000,0.000000
291.000000,79524.000000,4418.000000,10000.000000,0.000000
295.000000,60044.000000,3335.777832,10000.000000,0.000000
298.000000,58826.000000,3268.111084,10000.000000,0.000000
281.000000,48866.000000,2714.777832,10000.000000,0.000000
294.000000,72455.000000,4025.277832,10000.000000,0.000000
305.000000,34803.000000,1933.500000,10000.000000,0.000000
302.000000,62925.000000,3495.833252,10000.000000,0.000000
282.000000,58263.000000,3236.833252,10000.000000,0.000000
280.000000,68899.000000,3827.722168,10000.000000,0.000000
302.000000,65137.000000,3618.722168,10000.000000,0.000000
305.000000,40113.000000,2228.500000,10000.000000,0.000000
290.000000,45701.000000,2538.944336,10000.000000,0.000000
301.000000,41200.000000,2288.888916,10000.000000,0.000000
301.000000,63972.000000,3554.000000,10000.000000,0.000000
286.000000,103461.000000,5747.833496,10000.000000,0.000000
295.000000,80806.000000,4489.222168,10000.000000,0.000000
278.000000,113095.000000,6283.055664,10000.000000,0.000000
284.000000,124568.000000,6920.444336,10000.000000,0.000000
296.000000,83149.000000,4619.388672,10000.000000,0.000000
282.000000,63167.000000,3509.277832,10000.000000,0.000000
294.000000,107701.000000,5983.388672,10000.000000,0.000000
277.000000,61316.000000,3406.444336,10000.000000,0.000000
278.000000,40083.000000,2226.833252,10000.000000,0.000000
297.000000,40923.000000,2273.500000,10000.000000,0.000000
291.000000,78053.000000,4336.277832,10000.000000,0.000000
273.000000,82870.000000,4603.888672,10000.000000,0.000000
275.000000,86963.000000,4831.277832,10000.000000,0.000000
287.000000,153935.000000,8551.944336,10000.000000,0.000000
283.000000,183562.000000,10197.888672,10000.000000,0.000000
297.000000,258786.000000,14377.000000,10000.000000,0.000000
289.000000,263778.000000,14654.333008,10000.000000,0.000000
290.000000,252783.000000,14043.500000,10000.000000,0.000000
317.000000,174540.000000,9696.666992,10000.000000,0.000000
285.000000,227691.000000,12649.500000,10000.000000,0.000000
256.000000,294669.000000,16370.500000,10000.000000,0.000000
121.000000,3410.000000,189.444443,10000.000000,0.000000
235.000000,16485.000000,915.833313,10000.000000,0.000000
168.000000,12538.000000,696.555542,10000.000000,0.000000
254.000000,9018.000000,501.000000,10000.000000,0.000000
230.000000,9501.000000,527.833313,10000.000000,0.000000
